exp_name,date,refreshrate(hz),screenresolutionvert(pixels),screenresolutionhori(pixels),screenwidth(cm),eccentricity,Stim_size,left-handed,age,gender,participant,language,TrialNumber,bgori,temp,staircase,targetloc,cond,ran,order,resp,rt,acc,contrast
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,120,90,0,2,0,1,1.0,119.0,0.0,1.8437526,1.0,0.30495846129566156
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,121,90,0,1,1,1,1.0,120.0,1.0,0.7424195,1.0,0.3366825674841127
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,122,90,0,2,1,1,1.0,121.0,1.0,1.0527304,1.0,0.2989817634696808
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,123,90,0,1,1,1,1.0,122.0,1.0,0.6807683,1.0,0.3172726709880634
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,124,90,0,2,1,1,1.0,123.0,0.0,1.0898542,0.0,0.2931221993567684
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,125,90,0,2,1,1,1.0,124.0,1.0,0.4556867,1.0,0.33008412794392594
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,126,90,0,2,1,1,1.0,125.0,1.0,0.6698766,1.0,0.32361500725945164
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,127,90,0,1,1,1,1.0,126.0,0.0,0.9771728,0.0,0.28174533472756413
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,128,90,0,1,1,1,1.0,127.0,1.0,0.9681925,1.0,0.3502777952346755
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,129,90,0,2,0,1,1.0,128.0,1.0,0.6269395,0.0,0.3172726709880634
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,130,90,0,2,1,1,1.0,129.0,1.0,0.4430482,1.0,0.3434129109865918
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,131,90,0,1,0,1,1.0,130.0,0.0,0.8325893,1.0,0.3366825674841127
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,132,90,0,1,0,1,1.0,131.0,0.0,0.9178862,1.0,0.33008412794392594
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,133,90,0,2,1,1,1.0,132.0,1.0,0.6280971,1.0,0.3434129109865918
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,134,90,0,1,0,1,1.0,133.0,0.0,0.5721892,1.0,0.32361500725945164
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,135,90,0,2,0,1,1.0,134.0,0.0,0.8510263,1.0,0.3366825674841127
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,136,90,0,2,0,1,1.0,135.0,0.0,0.6044793,1.0,0.33008412794392594
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,137,90,0,2,1,1,1.0,136.0,1.0,0.492585,1.0,0.32361500725945164
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,138,90,0,2,1,1,1.0,137.0,1.0,0.5759717,1.0,0.3110546343581532
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,139,90,0,1,0,1,1.0,138.0,0.0,0.772614,1.0,0.3110546343581532
Contrast Stuff,2022_Oct_14_1141,100,1200,1920,49,3,3,False,53,female,Bea,fr,140,90,0,1,0,1,1.0,139.0,0.0,0.9068646,1.0,0.2989817634696808
