exp_name,date,refreshrate(hz),screenresolutionvert(pixels),screenresolutionhori(pixels),screenwidth(cm),eccentricity,Stim_size,left-handed,age,gender,participant,language,TrialNumber,bgori,temp,staircase,targetloc,cond,ran,order,resp,rt,acc,contrast
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,124,361,0,1,1,3,1.0,123.0,0.0,0.5968343,0.0,0.06384951358948564
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,125,361,0,2,1,3,1.0,124.0,1.0,0.2577098,1.0,0.19343406175631772
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,126,361,0,1,0,3,1.0,125.0,1.0,3.5254383,0.0,0.07480411710528782
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,127,361,0,1,0,3,1.0,126.0,1.0,1.4051969,0.0,0.09485874267274703
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,128,361,0,1,1,3,1.0,127.0,0.0,0.5687118,0.0,0.1156211405781588
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,129,361,0,2,1,3,1.0,128.0,0.0,1.7670053,0.0,0.18964306369232664
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,130,361,0,2,0,3,1.0,129.0,0.0,0.1428155,1.0,0.20124492094022123
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,131,361,0,2,1,3,1.0,130.0,0.0,1.451953,0.0,0.20124492094022123
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,132,361,0,1,0,3,1.0,131.0,0.0,0.582352,1.0,0.13816598774541355
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,133,361,0,2,1,3,1.0,132.0,0.0,0.4283427,0.0,0.21355654889620218
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,134,361,0,1,0,3,1.0,133.0,0.0,0.7365357,1.0,0.1328033924101259
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,135,361,0,1,0,3,1.0,134.0,0.0,0.7649583,1.0,0.1276489338905576
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,136,361,0,2,0,3,1.0,135.0,1.0,0.9693091,0.0,0.2266213694406883
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,137,361,0,2,0,3,1.0,136.0,1.0,0.3184692,0.0,0.2404854608890255
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,138,361,0,2,0,3,1.0,137.0,1.0,0.4233881,0.0,0.25519772050509687
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,139,361,0,1,1,3,1.0,138.0,1.0,0.5447826,1.0,0.12269453383446513
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,140,361,0,1,0,3,1.0,139.0,1.0,0.6286577,0.0,0.1156211405781588
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,141,361,0,1,1,3,1.0,140.0,1.0,0.8197618,1.0,0.1328033924101259
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,142,361,0,2,0,3,1.0,141.0,1.0,0.2855303,0.0,0.2708100369570805
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,143,361,0,2,1,3,1.0,142.0,1.0,0.2968341,1.0,0.28174533472756413
Contrast Stuff,2022_Oct_14_1328,100,1200,1920,49,2,1.5,True,54,male,Ph,fr,144,361,0,1,0,3,1.0,143.0,1.0,0.3850182,0.0,0.13020065843997086
